,b,ep_id,g,r,src,step,type
79,0.32147982716560364,0,0.035647425800561905,0.3572640120983124,sim,19,r2b
80,0.3288457989692688,0,0.03413496911525726,0.3425056040287018,sim,20,r2b
81,0.3356935381889343,0,0.03270522132515907,0.3283270299434662,sim,21,r2b
82,0.3425336480140686,0,0.03135456517338753,0.31464678049087524,sim,22,r2b
83,0.34936508536338806,0,0.03005591779947281,0.3018915355205536,sim,23,r2b
84,0.3556811809539795,0,0.02880631946027279,0.2893882691860199,sim,24,r2b
85,0.3618771433830261,0,0.027621980756521225,0.27724841237068176,sim,25,r2b
86,0.36768120527267456,0,0.02646106481552124,0.26570266485214233,sim,26,r2b
87,0.37306323647499084,0,0.025350812822580338,0.25466394424438477,sim,27,r2b
88,0.3783334493637085,0,0.024299850687384605,0.2441406548023224,sim,28,r2b
89,0.38342994451522827,0,0.023308467119932175,0.23410265147686005,sim,29,r2b
90,0.3883037269115448,0,0.02232873998582363,0.2243073731660843,sim,30,r2b
91,0.3929087817668915,0,0.021401669830083847,0.2149791270494461,sim,31,r2b
92,0.3972996175289154,0,0.020520411431789398,0.20602726936340332,sim,32,r2b
93,0.4016019105911255,0,0.019665420055389404,0.19731195271015167,sim,33,r2b
94,0.40574896335601807,0,0.018843291327357292,0.1891460120677948,sim,34,r2b
95,0.4097352921962738,0,0.018054010346531868,0.18126367032527924,sim,35,r2b
96,0.4135585427284241,0,0.017297159880399704,0.1736309826374054,sim,36,r2b
97,0.4170750379562378,0,0.016574067994952202,0.16653035581111908,sim,37,r2b
98,0.4204810559749603,0,0.015883460640907288,0.15963450074195862,sim,38,r2b
99,0.4237227439880371,0,0.015225903131067753,0.1531139761209488,sim,39,r2b
100,0.4268859922885895,0,0.014591258019208908,0.14680010080337524,sim,40,r2b
101,0.42998290061950684,0,0.013986949808895588,0.14074920117855072,sim,41,r2b
102,0.432923287153244,0,0.013403894379734993,0.13489429652690887,sim,42,r2b
103,0.4356647729873657,0,0.012858159840106964,0.12936696410179138,sim,43,r2b
104,0.4384714663028717,0,0.01231772918254137,0.12398479133844376,sim,44,r2b
105,0.4409264326095581,0,0.011805829592049122,0.11883633583784103,sim,45,r2b
106,0.44336196780204773,0,0.01131250150501728,0.11391441524028778,sim,46,r2b
107,0.445464164018631,0,0.010835649445652962,0.10917795449495316,sim,47,r2b
108,0.44764235615730286,0,0.010391760617494583,0.10461404174566269,sim,48,r2b
109,0.449995756149292,0,0.009947828017175198,0.10023408383131027,sim,49,r2b
110,0.45210394263267517,0,0.009536508470773697,0.09602513164281845,sim,50,r2b
111,0.45419031381607056,0,0.009141863323748112,0.09207279235124588,sim,51,r2b
112,0.4556838274002075,0,0.008759921416640282,0.08825621008872986,sim,52,r2b
113,0.45775744318962097,0,0.00840213242918253,0.08458060026168823,sim,53,r2b
114,0.45947664976119995,0,0.008056902326643467,0.08102942258119583,sim,54,r2b
115,0.4609207212924957,0,0.007723427843302488,0.07760939747095108,sim,55,r2b
116,0.46263107657432556,0,0.0073991031385958195,0.07442162930965424,sim,56,r2b
117,0.46405789256095886,0,0.007086871191859245,0.07129339873790741,sim,57,r2b
118,0.4654456377029419,0,0.006790819577872753,0.06830285489559174,sim,58,r2b
119,0.46721386909484863,0,0.0065111806616187096,0.06550523638725281,sim,59,r2b
